time_step,L_log_norm,P_path
33,-0.22919979194045145,1.257593270911843
34,-0.03858036604489093,1.039334252184867
35,4.343330909353833e-13,0.9999999999995657
36,-0.36160713061655253,1.4356348141890367
37,-0.8830765000156618,2.4183282605159824
38,-0.786896679284649,2.1965691795295093
39,-0.5823587996551152,1.7902563101951718
40,-1.0685161555232454,2.9110567381545924
41,-1.0022003604299807,2.7242696134586457
